"Paper","Total Citations","TC per Year"
"SHOMAKER LB, 2010, INT J EATING DISORD","95","8.6364"
"TANOFSKY-KRAFF M, 2007, INT J EATING DISORD","95","6.7857"
"FRANKO DL, 2007, INT J EATING DISORD-a","95","6.7857"
"CARANO A, 2006, INT J EATING DISORD","95","6.3333"
"BINFORD RB, 2005, INT J EATING DISORD-a","95","5.9375"
"CROWTHER JH, 2001, INT J EATING DISORD","95","4.7500"
"JOHNSON WG, 1999, INT J EATING DISORD","95","4.3182"
"PRATT EM, 1998, INT J EATING DISORD","95","4.1304"
"LAESSLE RG, 1989, INT J EATING DISORD","95","2.9688"
"WILLIAMSON DA, 2005, EATING WEIGHT DISORD-a","95","5.9375"
"FARRELL C, 2005, EUR EATING DISORD REV","95","5.9375"
"TASCA GA, 2014, INT J EATING DISORD","94","13.4286"
"LAVENDER JM, 2010, INT J EATING DISORD","94","8.5455"
"PINHEIRO AP, 2007, INT J EATING DISORD","94","6.7143"
"BULIK CM, 2005, INT J EATING DISORD","94","5.8750"
"VOHS KD, 2001, INT J EATING DISORD","94","4.7000"
"TANOFSKY MB, 1997, INT J EATING DISORD","94","3.9167"
"STRIEGELÂ€MOORE RH, 1994, INT J EATING DISORD","94","3.4815"
"PERPIÃ±Ã¡ C, 1993, INT J EATING DISORD","94","3.3571"
"LEE NF, 1986, INT J EATING DISORD","94","2.6857"
"NEUMARK-SZTAINER D, 2006, EATING DISORD","94","6.2667"
"VAN DEN EYNDE F, 2012, EUR EATING DISORD REV","94","10.4444"
"LOCK J, 2005, INT J EATING DISORD","93","5.8125"
"WOMBLE LG, 2001, INT J EATING DISORD","93","4.6500"
"ANNE STEWART D, 2001, INT J EATING DISORD","93","4.6500"
"LUNNER K, 2000, INT J EATING DISORD","93","4.4286"
"MUSSELL MP, 2000, INT J EATING DISORD","93","4.4286"
"ROSEN JC, 1996, INT J EATING DISORD","93","3.7200"
"RORTY M, 1993, INT J EATING DISORD","93","3.3214"
"FICHTER MM, 1993, INT J EATING DISORD","93","3.3214"
"DACOSTA M, 1992, INT J EATING DISORD","93","3.2069"
"MUMFORD DB, 1992, INT J EATING DISORD","93","3.2069"
"KOG E, 1989, INT J EATING DISORD","93","2.9062"
"CALAM RM, 1989, INT J EATING DISORD","93","2.9062"
"NICELY TA, 2014, J EATING DISORD","93","13.2857"
"OLDERSHAW A, 2011, EUR EATING DISORD REV","93","9.3000"
"ZACHRISSON HD, 2010, EUR EATING DISORD REV","93","8.4545"
"TCHANTURIA K, 2012, INT J EATING DISORD","92","10.2222"
"MARCUS MD, 2009, INT J EATING DISORD","92","7.6667"
"CROW S, 2008, INT J EATING DISORD","92","7.0769"
"STEWART M-C, 2006, INT J EATING DISORD","92","6.1333"
"COUTURIER J, 2006, INT J EATING DISORD-a","92","6.1333"
"NICKEL C, 2005, INT J EATING DISORD","92","5.7500"
"KEEL PK, 2005, INT J EATING DISORD-a","92","5.7500"
"CROW S, 2001, INT J EATING DISORD","92","4.6000"
"ZABINSKI MF, 2001, INT J EATING DISORD-a","92","4.6000"
"STICE E, 2000, INT J EATING DISORD-a","92","4.3810"
"LAKE AJ, 2000, INT J EATING DISORD","92","4.3810"
"HILL AJ, 1998, INT J EATING DISORD","92","4.0000"
"FICHTER MM, 1997, INT J EATING DISORD","92","3.8333"
"WERTHEIM EH, 1992, INT J EATING DISORD","92","3.1724"
"BENÂ€TOVIM DI, 1991, INT J EATING DISORD","92","3.0667"
"ARMSTRONG JG, 1989, INT J EATING DISORD","92","2.8750"
"MORRIS A, 1989, INT J EATING DISORD","92","2.8750"
"BEUMONT P, 1988, INT J EATING DISORD","92","2.7879"
"EPLING WF, 1988, INT J EATING DISORD","92","2.7879"
"TARANIS L, 2011, EUR EATING DISORD REV","92","9.2000"
"BOHON C, 2011, INT J EATING DISORD","91","9.1000"
"DAVIES H, 2011, INT J EATING DISORD","91","9.1000"
"PAWLUCK DE, 1998, INT J EATING DISORD","91","3.9565"
"GORDON I, 1997, INT J EATING DISORD","91","3.7917"
"KELLER MB, 1992, INT J EATING DISORD","91","3.1379"
"LEMBERG R, 1989, INT J EATING DISORD","91","2.8438"
"PIRAN N, 1988, INT J EATING DISORD","91","2.7576"
"FAIRBURN CG, 1986, INT J EATING DISORD","91","2.6000"
"VILLAREJO C, 2012, EUR EATING DISORD REV","91","10.1111"
"NIELSEN S, 2002, EUR EATING DISORD REV","91","4.7895"
"CARDONA CANO S, 2015, INT J EATING DISORD","90","15.0000"
"JAVARAS KN, 2008, INT J EATING DISORD","90","6.9231"
"RUFFOLO JS, 2006, INT J EATING DISORD","90","6.0000"
"HAUSENBLAS HA, 2002, INT J EATING DISORD","90","4.7368"
"KEEL PK, 2001, INT J EATING DISORD-a","90","4.5000"
"HERPERTZ-DAHLMANN BM, 1996, INT J EATING DISORD","90","3.6000"
"WANDEN-BERGHE RG, 2011, EATING DISORD","90","9.0000"
"SANSONE RA, 2005, EATING DISORD-a-b","90","5.6250"
"CARTER FA, 2011, INT J EATING DISORD","89","8.9000"
"LATNER JD, 2008, INT J EATING DISORD","89","6.8462"
"ACKARD DM, 2007, INT J EATING DISORD","89","6.3571"
"HAY P, 2003, INT J EATING DISORD","89","4.9444"
"SUTANDAR-PINNOCK K, 2003, INT J EATING DISORD","89","4.9444"
"STRADMEIJER M, 2000, INT J EATING DISORD","89","4.2381"
"FERGUSON CP, 1999, INT J EATING DISORD","89","4.0455"
"SEXTON MC, 1998, INT J EATING DISORD","89","3.8696"
"OGG EC, 1997, INT J EATING DISORD","89","3.7083"
"NOWAKOWSKI ME, 2013, J EATING DISORD","89","11.1250"
"SKÃ¥RDERUD F, 2007, EUR EATING DISORD REV-a-b","89","6.3571"
"DEJONG H, 2012, INT J EATING DISORD","88","9.7778"
"DANNER UN, 2012, INT J EATING DISORD","88","9.7778"
"MITCHELL KS, 2012, INT J EATING DISORD","88","9.7778"
"STEINHAUSEN H-C, 2008, INT J EATING DISORD","88","6.7692"
"NORDBÃ¸ RHS, 2006, INT J EATING DISORD","88","5.8667"
"NEUMARK-SZTAINER D, 2005, INT J EATING DISORD","88","5.5000"
"STEIGER H, 2005, INT J EATING DISORD","88","5.5000"
"BULIK CM, 2003, INT J EATING DISORD","88","4.8889"
"LA VIA MC, 2000, INT J EATING DISORD","88","4.1905"
"KOFF E, 1997, INT J EATING DISORD","88","3.6667"
"NEMEROFF CJ, 1994, INT J EATING DISORD","88","3.2593"
"ORDMAN AM, 1986, INT J EATING DISORD","88","2.5143"
"SAMPLE C, 1984, INT J EATING DISORD","88","2.3784"
"FASSINO S, 2004, EATING WEIGHT DISORD","88","5.1765"
"FAJE AT, 2014, INT J EATING DISORD","87","12.4286"
"MANGWETH-MATZEK B, 2006, INT J EATING DISORD","87","5.8000"
"HOLLIDAY J, 2005, INT J EATING DISORD","87","5.4375"
"HOLTKAMP K, 2004, INT J EATING DISORD","87","5.1176"
"SCHWARTZ DJ, 1999, INT J EATING DISORD","87","3.9545"
"DELVENNE V, 1999, INT J EATING DISORD","87","3.9545"
"FRYER S, 1997, INT J EATING DISORD","87","3.6250"
"WIEDERMAN MW, 1996, INT J EATING DISORD-a","87","3.4800"
"TCHANTURIA K, 2014, EUR EATING DISORD REV","87","12.4286"
"BRAVENDER T, 2010, EUR EATING DISORD REV","87","7.9091"
"NORRIS ML, 2014, INT J EATING DISORD","86","12.2857"
"JACOBI C, 2008, INT J EATING DISORD","86","6.6154"
"TAYLOR JY, 2007, INT J EATING DISORD","86","6.1429"
"DE ZWAAN M, 2006, INT J EATING DISORD","86","5.7333"
"GERNER B, 2005, INT J EATING DISORD","86","5.3750"
"KAHN C, 2001, INT J EATING DISORD","86","4.3000"
"DIMITRIOU SG, 2000, INT J EATING DISORD","86","4.0952"
"BAKER D, 2000, INT J EATING DISORD","86","4.0952"
"WINZELBERG AJ, 1998, INT J EATING DISORD","86","3.7391"
"SHARPE TM, 1998, INT J EATING DISORD","86","3.7391"
"LILENFELD LR, 1997, INT J EATING DISORD","86","3.5833"
"BIRMINGHAM CL, 1994, INT J EATING DISORD","86","3.1852"
"PISETSKY EM, 2008, INT J EATING DISORD","85","6.5385"
"GALANTI K, 2007, INT J EATING DISORD","85","6.0714"
"WILKSCH SM, 2006, INT J EATING DISORD","85","5.6667"
"CASH TF, 2002, INT J EATING DISORD","85","4.4737"
"WADDEN TA, 1997, INT J EATING DISORD","85","3.5417"
"ROSSITER EM, 1992, INT J EATING DISORD","85","2.9310"
"ROSEN JC, 1990, INT J EATING DISORD-a","85","2.7419"
"THOMPSON JK, 1988, INT J EATING DISORD","85","2.5758"
"ANDERSEN AE, 1985, INT J EATING DISORD","85","2.3611"
"THOMPSON MG, 1982, INT J EATING DISORD","85","2.1795"
"GARCÃ­A-GARCÃ­A I, 2013, EUR EATING DISORD REV","85","10.6250"
"MOSLEY PE, 2009, EUR EATING DISORD REV","85","7.0833"
"WILLIAMSON I, 1998, EUR EATING DISORD REV","85","3.6957"
"MUNSCH S, 2007, INT J EATING DISORD","84","6.0000"
"PEREIRA T, 2006, INT J EATING DISORD","84","5.6000"
"GILBERT N, 2005, INT J EATING DISORD-a","84","5.2500"
"STEIN KF, 2003, INT J EATING DISORD","84","4.6667"
"NAPOLITANO MA, 2001, INT J EATING DISORD","84","4.2000"
"RAND CSW, 2000, INT J EATING DISORD","84","4.0000"
"LEE S, 1996, INT J EATING DISORD","84","3.3600"
"HEFFERNAN K, 1996, INT J EATING DISORD","84","3.3600"
"THOMPSON JK, 1986, INT J EATING DISORD","84","2.4000"
"FRIELING H, 2010, INT J EATING DISORD","83","7.5455"
"KAYE WH, 2005, INT J EATING DISORD","83","5.1875"
"WILLIAMSON DA, 2005, INT J EATING DISORD","83","5.1875"
"STROBER M, 2004, INT J EATING DISORD","83","4.8824"
"VAN STRIEN T, 2000, INT J EATING DISORD-a","83","3.9524"
"STRIEGEL-MOORE RH, 1999, INT J EATING DISORD-a","83","3.7727"
"ADSON DE, 1997, INT J EATING DISORD","83","3.4583"
"HILL AJ, 1995, INT J EATING DISORD","83","3.1923"
"WILLIAMS CJ, 1993, INT J EATING DISORD","83","2.9643"
"FAIRBURN CG, 1991, INT J EATING DISORD","83","2.7667"
"CROWTHER JH, 1985, INT J EATING DISORD","83","2.3056"
"ZEECK A, 2011, EUR EATING DISORD REV","83","8.3000"
"STUHLDREHER N, 2012, INT J EATING DISORD","82","9.1111"
"ENGEL SG, 2009, INT J EATING DISORD","82","6.8333"
"KESKI-RAHKONEN A, 2005, INT J EATING DISORD","82","5.1250"
"SASSAROLI S, 2005, INT J EATING DISORD","82","5.1250"
"MCVEY GL, 2004, INT J EATING DISORD","82","4.8235"
"O'REARDON JP, 2004, INT J EATING DISORD","82","4.8235"
"TYRKA AR, 2002, INT J EATING DISORD","82","4.3158"
"PENDLETON VR, 2002, INT J EATING DISORD","82","4.3158"
"WARD A, 2000, INT J EATING DISORD","82","3.9048"
"HAGAN MM, 1997, INT J EATING DISORD","82","3.4167"
"NIEGO SH, 1997, INT J EATING DISORD","82","3.4167"
"FAVARO A, 1996, INT J EATING DISORD","82","3.2800"
"SINGH D, 1994, INT J EATING DISORD-a","82","3.0370"
"FOLSOM V, 1993, INT J EATING DISORD","82","2.9286"
"ROTHBLUM ED, 1988, INT J EATING DISORD","82","2.4848"
"MITCHISON D, 2015, J EATING DISORD","82","13.6667"
"IRVING LM, 1998, EATING DISORD","82","3.5652"
"GELLER J, 1999, EUR EATING DISORD REV","82","3.7273"
"LE GRANGE D, 2014, INT J EATING DISORD-a","81","11.5714"
"LIECHTY JM, 2013, INT J EATING DISORD","81","10.1250"
"STRIGO IA, 2013, INT J EATING DISORD","81","10.1250"
"REICHBORN-KJENNERUD T, 2004, INT J EATING DISORD","81","4.7647"
"DEVLIN MJ, 2003, INT J EATING DISORD","81","4.5000"
"WILLIAMS PA, 2001, INT J EATING DISORD","81","4.0500"
"MEYER C, 2001, INT J EATING DISORD-a","81","4.0500"
"STICE E, 1998, INT J EATING DISORD","81","3.5217"
"WALLER G, 1997, INT J EATING DISORD-a","81","3.3750"
"STRIEGELÂ€MOORE RH, 1995, INT J EATING DISORD","81","3.1154"
"DREWNOWSKI A, 1995, INT J EATING DISORD","81","3.1154"
"SHARP CW, 1994, INT J EATING DISORD","81","3.0000"
"BUNNELL DW, 1990, INT J EATING DISORD","81","2.6129"
"GRALEN SJ, 1990, INT J EATING DISORD","81","2.6129"
"KALARCHIAN MA, 1999, EATING WEIGHT DISORD","81","3.6818"
"MACHADO PPP, 2014, EUR EATING DISORD REV","81","11.5714"
"TCHANTURIA K, 2013, INT J EATING DISORD","80","10.0000"
"BRATLAND-SANDA S, 2010, INT J EATING DISORD","80","7.2727"
"FICHTER MM, 2008, INT J EATING DISORD","80","6.1538"
"PALMER RL, 2003, INT J EATING DISORD","80","4.4444"
"MCCABE RE, 2001, INT J EATING DISORD","80","4.0000"
"FISHER M, 2000, INT J EATING DISORD","80","3.8095"
"STEIGER H, 1996, INT J EATING DISORD","80","3.2000"
"WILLIAMSON DA, 1995, INT J EATING DISORD","80","3.0769"
"SLADE PD, 1986, INT J EATING DISORD","80","2.2857"
"LEON GR, 1985, INT J EATING DISORD","80","2.2222"
"BAUER S, 2005, EUR EATING DISORD REV","80","5.0000"
"WILDES JE, 2011, INT J EATING DISORD","79","7.9000"
"ROEHRIG JP, 2010, INT J EATING DISORD","79","7.1818"
"BECKER AE, 2009, INT J EATING DISORD","79","6.5833"
"CZAJA J, 2009, INT J EATING DISORD","79","6.5833"
"DE LA RIE S, 2006, INT J EATING DISORD","79","5.2667"
"MATUSEK JA, 2004, INT J EATING DISORD","79","4.6471"
"SWAYZE II VW, 2003, INT J EATING DISORD","79","4.3889"
"SAELENS BE, 2000, INT J EATING DISORD","79","3.7619"
"CACHELIN FM, 1999, INT J EATING DISORD","79","3.5909"
"HANNAN WJ, 1995, INT J EATING DISORD","79","3.0385"
"GREEN MW, 1993, INT J EATING DISORD","79","2.8214"
"SMITH DE, 1992, INT J EATING DISORD","79","2.7241"
"SCHNEIDER JA, 1987, INT J EATING DISORD","79","2.3235"
"GAMER DM, 1983, INT J EATING DISORD","79","2.0789"
"PIKE KM, 2015, J EATING DISORD","79","13.1667"
"IIJIMA HALL CC, 1995, EATING DISORD","79","3.0385"
"BEINTNER I, 2012, EUR EATING DISORD REV","79","8.7778"
"NUNN K, 2008, EUR EATING DISORD REV","79","6.0769"
"FARCHAUS STEIN K, 2007, EUR EATING DISORD REV","79","5.6429"
"DARBY A, 2009, INT J EATING DISORD","78","6.5000"
"KEEL PK, 1998, INT J EATING DISORD","78","3.3913"
"HSU LKG, 1992, INT J EATING DISORD","78","2.6897"
"STRIEGELÂ€MOORE RH, 1990, INT J EATING DISORD","78","2.5161"
"BROOKSÂ€GUNN J, 1988, INT J EATING DISORD","78","2.3636"
"PALMER RL, 1988, INT J EATING DISORD","78","2.3636"
"MEADS C, 2001, EUR EATING DISORD REV","78","3.9000"
"DAVEY GCL, 1998, EUR EATING DISORD REV","78","3.3913"
"WADE TD, 2008, INT J EATING DISORD","77","5.9231"
"FICHTER MM, 2007, INT J EATING DISORD","77","5.5000"
"SHAPIRO JR, 2003, INT J EATING DISORD","77","4.2778"
"BOACHIE A, 2003, INT J EATING DISORD","77","4.2778"
"OLMSTED MP, 2002, INT J EATING DISORD","77","4.0526"
"ZAIDER TI, 2000, INT J EATING DISORD","77","3.6667"
"MCINTOSH VV, 2000, INT J EATING DISORD","77","3.6667"
"HERZOG DB, 1992, INT J EATING DISORD-a","77","2.6552"
"NEVO S, 1985, INT J EATING DISORD","77","2.1389"
"VANDERDEYCKEN W, 1983, INT J EATING DISORD","77","2.0263"
"NORMAN DK, 1983, INT J EATING DISORD","77","2.0263"
"FAUNCE GJ, 2002, EATING DISORD","77","4.0526"
"WILLIAMSON DA, 1996, EATING DISORD","77","3.0800"
"RINGER F, 2007, EUR EATING DISORD REV","77","5.5000"
"COLTON A, 2004, EUR EATING DISORD REV","77","4.5294"
"CLAES L, 2003, EUR EATING DISORD REV","77","4.2778"
"STEINGLASS JE, 2011, INT J EATING DISORD","76","7.6000"
"HARTMANN A, 2010, INT J EATING DISORD","76","6.9091"
"PEAT C, 2009, INT J EATING DISORD","76","6.3333"
"MALINA A, 2003, INT J EATING DISORD","76","4.2222"
"HEAVEN PCL, 2001, INT J EATING DISORD","76","3.8000"
"STEEL Z, 2000, INT J EATING DISORD","76","3.6190"
"REAS DL, 2000, INT J EATING DISORD","76","3.6190"
"GENDALL KA, 1998, INT J EATING DISORD-a","76","3.3043"
"HSU LKG, 1993, INT J EATING DISORD","76","2.7143"
"THOMPSON JK, 1993, INT J EATING DISORD-a","76","2.7143"
"SMOLAK L, 1990, INT J EATING DISORD","76","2.4516"
"RAMACCIOTTI CE, 2011, EATING WEIGHT DISORD","76","7.6000"
"MITCHELL JE, 2015, INT J EATING DISORD-a","75","12.5000"
"LANG K, 2014, INT J EATING DISORD","75","10.7143"
"LE GRANGE D, 2012, INT J EATING DISORD","75","8.3333"
"WONDERLICH S, 2012, INT J EATING DISORD","75","8.3333"
"CRISAFULLI MA, 2008, INT J EATING DISORD","75","5.7692"
"HARPER K, 2008, INT J EATING DISORD","75","5.7692"
"REAS DL, 2005, INT J EATING DISORD","75","4.6875"
"VON RANSON KM, 2002, INT J EATING DISORD","75","3.9474"
"MATSUNAGA H, 2000, INT J EATING DISORD","75","3.5714"
"STRIEGEL-MOORE RH, 1999, INT J EATING DISORD-a-b","75","3.4091"
"WARD A, 1997, INT J EATING DISORD","75","3.1250"
"STEINHAUSEN HÂ€C, 1993, INT J EATING DISORD-a-b","75","2.6786"
"FAHY TA, 1993, INT J EATING DISORD","75","2.6786"
"FICHTER MM, 1991, INT J EATING DISORD","75","2.5000"
"WARREN BJ, 1990, INT J EATING DISORD","75","2.4194"
"MIZES JS, 1988, INT J EATING DISORD-a","75","2.2727"
"HAY P, 2015, J EATING DISORD","75","12.5000"
"BALL J, 2004, EATING DISORD","75","4.4118"
"CHEN H, 2008, EUR EATING DISORD REV","75","5.7692"
"BECKER AE, 2010, INT J EATING DISORD","74","6.7273"
"RICHARDSON SM, 2010, INT J EATING DISORD","74","6.7273"
"KYRIACOU O, 2008, INT J EATING DISORD-a","74","5.6923"
"LE GRANGE D, 2005, INT J EATING DISORD","74","4.6250"
"SHERRY SB, 2004, INT J EATING DISORD","74","4.3529"
"VANDEREYCKEN W, 2003, INT J EATING DISORD","74","4.1111"
"BANASIAK SJ, 2001, INT J EATING DISORD-a","74","3.7000"
"FULKERSON JA, 1999, INT J EATING DISORD","74","3.3636"
"TUOMISTO T, 1999, INT J EATING DISORD","74","3.3636"
"EVERILL J, 1995, INT J EATING DISORD","74","2.8462"
"CHANNON S, 1990, INT J EATING DISORD-a","74","2.3871"
"PRATHER RC, 1988, INT J EATING DISORD","74","2.2424"
"STROBER M, 1987, INT J EATING DISORD","74","2.1765"
"O'DEA JA, 2004, EATING DISORD","74","4.3529"
"TROOP NA, 2008, EUR EATING DISORD REV","74","5.6923"
"BAUER S, 2013, INT J EATING DISORD","73","9.1250"
"MACHADO PPP, 2013, INT J EATING DISORD","73","9.1250"
"GAGNE DA, 2012, INT J EATING DISORD","73","8.1111"
"LASK B, 2005, INT J EATING DISORD-a","73","4.5625"
"DUNN EC, 2002, INT J EATING DISORD","73","3.8421"
"MILOS G, 2002, INT J EATING DISORD","73","3.8421"
"GRUNWALD M, 2001, INT J EATING DISORD","73","3.6500"
"WICHSTRÃ¸M L, 2000, INT J EATING DISORD","73","3.4762"
"EDWARDS S, 2000, INT J EATING DISORD","73","3.4762"
"BULIK CM, 1999, INT J EATING DISORD","73","3.3182"
"SANDS R, 1997, INT J EATING DISORD","73","3.0417"
"SILVERSTEIN B, 1986, INT J EATING DISORD-a","73","2.0857"
"GARNER DM, 1982, INT J EATING DISORD","73","1.8718"
"CALOGERO RM, 2004, EATING DISORD","73","4.2941"
"GELLER J, 2004, EATING DISORD","73","4.2941"
"PETTERSEN G, 2002, EATING DISORD","73","3.8421"
"MEULE A, 2012, EUR EATING DISORD REV","73","8.1111"
"TCHANTURIA K, 2004, EUR EATING DISORD REV","73","4.2941"
"BULIK CM, 2009, INT J EATING DISORD-a","72","6.0000"
"HOLM-DENOMA JM, 2009, INT J EATING DISORD","72","6.0000"
"WATKINS B, 2005, INT J EATING DISORD","72","4.5000"
"POMPILI M, 2004, INT J EATING DISORD","72","4.2353"
"KLUMP KL, 2002, INT J EATING DISORD","72","3.7895"
"STRIEGEL-MOORE RH, 2001, INT J EATING DISORD","72","3.6000"
"STROBER M, 1999, INT J EATING DISORD","72","3.2727"
"CHRISTENSEN L, 1993, INT J EATING DISORD","72","2.5714"
"KAYE WH, 1992, INT J EATING DISORD","72","2.4828"
"SPITZER RL, 1991, INT J EATING DISORD","72","2.4000"
"GARNER DM, 1990, INT J EATING DISORD","72","2.3226"
"HAMILTON LH, 1985, INT J EATING DISORD","72","2.0000"
"BLAYDON MJ, 2002, EATING DISORD","72","3.7895"
"GRANERO R, 2014, EUR EATING DISORD REV","72","10.2857"
"DANNER UN, 2012, EUR EATING DISORD REV-a","72","8.0000"
"SKÃ¥RDERUD F, 2007, EUR EATING DISORD REV-a-b-c","72","5.1429"
"TREASURE J, 2007, EUR EATING DISORD REV","72","5.1429"
"CRISP A, 2005, EUR EATING DISORD REV","72","4.5000"
"VALBAK K, 2001, EUR EATING DISORD REV","72","3.6000"
"DURSO LE, 2012, INT J EATING DISORD","71","7.8889"
"GOLDSCHMIDT AB, 2008, INT J EATING DISORD","71","5.4615"
"PAXTON SJ, 2007, INT J EATING DISORD","71","5.0714"
"KESKI-RAHKONEN A, 2006, INT J EATING DISORD","71","4.7333"
"LE GRANGE D, 2006, INT J EATING DISORD","71","4.7333"
"COUTURIER JL, 2006, INT J EATING DISORD","71","4.7333"
"KRONES PG, 2005, INT J EATING DISORD","71","4.4375"
"FIELD AE, 2004, INT J EATING DISORD","71","4.1765"
"MITCHELL JE, 2002, INT J EATING DISORD","71","3.7368"
"BHADRA N, 2002, INT J EATING DISORD","71","3.7368"
"VAN DEN BERG P, 2002, INT J EATING DISORD","71","3.7368"
"PRATT EM, 2001, INT J EATING DISORD","71","3.5500"
"ROMANS SE, 2001, INT J EATING DISORD","71","3.5500"
"SCHWEICKERT LA, 1997, INT J EATING DISORD","71","2.9583"
"LEE S, 1997, INT J EATING DISORD","71","2.9583"
"TROOP NA, 1995, INT J EATING DISORD","71","2.7308"
"BASDEVANT A, 1995, INT J EATING DISORD","71","2.7308"
"WONDERLICH SA, 1990, INT J EATING DISORD-a","71","2.2903"
"SILBER TJ, 1986, INT J EATING DISORD","71","2.0286"
"ÃGH T, 2016, EATING WEIGHT DISORD","71","14.2000"
"PIGNATTI R, 2006, EATING WEIGHT DISORD","71","4.7333"
"WILLIAMSON DA, 2004, EATING WEIGHT DISORD","71","4.1765"
"MCCLELLAND J, 2013, EUR EATING DISORD REV","71","8.8750"
"MCLEAN SA, 2015, INT J EATING DISORD","70","11.6667"
"FRIEDERICH H-C, 2013, INT J EATING DISORD","70","8.7500"
"DARCY AM, 2012, INT J EATING DISORD","70","7.7778"
"SHAPIRO JR, 2010, INT J EATING DISORD","70","6.3636"
"RIEGER E, 2002, INT J EATING DISORD-a","70","3.6842"
"TURNER JM, 2001, INT J EATING DISORD","70","3.5000"
"MCLAREN L, 2001, INT J EATING DISORD","70","3.5000"
"GREEN MW, 2000, INT J EATING DISORD","70","3.3333"
"DAVIS C, 1998, INT J EATING DISORD","70","3.0435"
"ELDREDGE KL, 1997, INT J EATING DISORD-a","70","2.9167"
"WONDERLICH SA, 1994, INT J EATING DISORD","70","2.5926"
"BEGLIN SJ, 1992, INT J EATING DISORD","70","2.4138"
"ELMORE DK, 1990, INT J EATING DISORD","70","2.2581"
"HUBERT LACEY J, 1986, INT J EATING DISORD","70","2.0000"
"HUMPHREY LL, 1986, INT J EATING DISORD","70","2.0000"
"ACKARD DM, 2002, EATING DISORD","70","3.6842"
"KEEL PK, 1997, EATING DISORD","70","2.9167"
"SKÃ¥RDERUD F, 2007, EUR EATING DISORD REV","70","5.0000"
"SERFATY MA, 1999, EUR EATING DISORD REV","70","3.1818"
"MCCORMICK LM, 2008, INT J EATING DISORD","69","5.3077"
"CHEN E, 2003, INT J EATING DISORD","69","3.8333"
"KAHAN D, 2003, INT J EATING DISORD","69","3.8333"
"GRILO CM, 1994, INT J EATING DISORD","69","2.5556"
"FRANKO DL, 1993, INT J EATING DISORD","69","2.4643"
"SCOTT RICHARDS P, 2006, EATING DISORD","69","4.6000"
"GREEN M, 2005, EATING DISORD","69","4.3125"
"RUNFOLA CD, 2013, EUR EATING DISORD REV","69","8.6250"
"SVALDI J, 2014, INT J EATING DISORD","68","9.7143"
"STEIGER H, 2013, INT J EATING DISORD","68","8.5000"
"HATCH A, 2010, INT J EATING DISORD","68","6.1818"
"HÃ¼TTER G, 2009, INT J EATING DISORD","68","5.6667"
"BOSANAC P, 2007, INT J EATING DISORD","68","4.8571"
