"Document","DOI","Year","Local.Citations","Global.Citations"
"GROSS J, 1988, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/1098-108X(198801)7:13.0.CO;2-Q","1988","24","102"
"BREWERTON TD, 2007, EATING DISORD","10.1080/10640260701454311","2007","24","156"
"PETTERSEN G, 2002, EATING DISORD","10.1002/erv.425","2002","24","73"
"TCHANTURIA K, 2014, EUR EATING DISORD REV","10.1002/erv.2326","2014","24","87"
"BAUER S, 2005, EUR EATING DISORD REV","10.1002/erv.637","2005","24","80"
"KAZDIN AE, 2017, INT J EATING DISORD","10.1002/eat.22670","2017","23","54"
"BECKER AE, 2009, INT J EATING DISORD","10.1002/eat.20727","2009","23","79"
"SEPULVEDA AR, 2008, INT J EATING DISORD","10.1002/eat.20502","2008","23","51"
"ALEGRIA M, 2007, INT J EATING DISORD","10.1002/eat.20406","2007","23","136"
"TANOFSKY-KRAFF M, 2005, INT J EATING DISORD","10.1002/eat.20158","2005","23","103"
"WEGNER KE, 2002, INT J EATING DISORD","10.1002/eat.10086","2002","23","113"
"RIEGER E, 2002, INT J EATING DISORD-a","10.1002/eat.10056","2002","23","70"
"STICE E, 2001, INT J EATING DISORD","10.1002/eat.1050","2001","23","126"
"STICE E, 2001, INT J EATING DISORD-a","10.1002/eat.1016","2001","23","128"
"TANOFSKY MB, 1997, INT J EATING DISORD","3.0.CO;2-3"" target=""_blank"">10.1002/(SICI)1098-108X(199701)21:13.0.CO;2-3","1997","23","94"
"LEVINE MP, 1994, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/1098-108X(199401)15:13.0.CO;2-Q","1994","23","160"
"FAIRBURN CG, 1991, INT J EATING DISORD","3.0.CO;2-R"" target=""_blank"">10.1002/1098-108X(199107)10:43.0.CO;2-R","1991","23","83"
"RACITI MC, 1987, INT J EATING DISORD","3.0.CO;2-C"" target=""_blank"">10.1002/1098-108X(198707)6:43.0.CO;2-C","1987","23","100"
"STRIEGELÂ€MOORE R, 1986, INT J EATING DISORD","3.0.CO;2-0"" target=""_blank"">10.1002/1098-108X(198607)5:53.0.CO;2-0","1986","23","115"
"STROBER M, 1981, INT J EATING DISORD","3.0.CO;2-9"" target=""_blank"">10.1002/1098-108X(198123)1:13.0.CO;2-9","1981","23","141"
"GRANERO R, 2014, EUR EATING DISORD REV","10.1002/erv.2311","2014","23","72"
"BAUER S, 2013, INT J EATING DISORD","10.1002/eat.22109","2013","22","73"
"MACHADO PPP, 2013, INT J EATING DISORD","10.1002/eat.22040","2013","22","73"
"WADE TD, 2008, INT J EATING DISORD","10.1002/eat.20526","2008","22","77"
"BEWELL CV, 2008, INT J EATING DISORD","10.1002/eat.20513","2008","22","57"
"NORRIS ML, 2006, INT J EATING DISORD","10.1002/eat.20305","2006","22","152"
"STEINGLASS J, 2006, INT J EATING DISORD","10.1002/eat.20244","2006","22","96"
"POPE JR HG, 1999, INT J EATING DISORD","3.0.CO;2-D"" target=""_blank"">10.1002/(SICI)1098-108X(199907)26:13.0.CO;2-D","1999","22","356"
"KENT A, 1999, INT J EATING DISORD","3.0.CO;2-F"" target=""_blank"">10.1002/(SICI)1098-108X(199903)25:23.0.CO;2-F","1999","22","135"
"WINZELBERG AJ, 1998, INT J EATING DISORD","3.0.CO;2-J"" target=""_blank"">10.1002/(SICI)1098-108X(199812)24:43.0.CO;2-J","1998","22","86"
"HAY P, 1998, INT J EATING DISORD-a","3.0.CO;2-Q"" target=""_blank"">10.1002/(SICI)1098-108X(199801)23:13.0.CO;2-Q","1998","22","101"
"BEUMONT P, 1988, INT J EATING DISORD","3.0.CO;2-R"" target=""_blank"">10.1002/1098-108X(198805)7:33.0.CO;2-R","1988","22","92"
"ALVARENGA MDS, 2012, EATING WEIGHT DISORD","10.1007/BF03325325","2012","22","54"
"BELL L, 2003, EAT WEIGHT DISORD","10.1007/BF03325011","2003","22","61"
"CATTARIN JA, 1994, EATING DISORD","10.1080/10640269408249107","1994","22","220"
"GELLER J, 2001, EUR EATING DISORD REV","10.1002/erv.443","2001","22","65"
"GRILO CM, 2015, INT J EATING DISORD","10.1002/eat.22358","2015","21","61"
"SHOMAKER LB, 2010, INT J EATING DISORD","10.1002/eat.20767","2010","21","95"
"HILL LS, 2010, INT J EATING DISORD","10.1002/eat.20679","2010","21","117"
"KEEL PK, 2007, INT J EATING DISORD","10.1002/eat.20453","2007","21","54"
"MCHUGH MD, 2007, INT J EATING DISORD","10.1002/eat.20425","2007","21","49"
"PINHEIRO AP, 2007, INT J EATING DISORD","10.1002/eat.20388","2007","21","94"
"SHAFRAN R, 2007, INT J EATING DISORD","10.1002/eat.20375","2007","21","146"
"STICE E, 2003, INT J EATING DISORD-a","10.1002/eat.10109","2003","21","134"
"DECALUWÃ© V, 2003, INT J EATING DISORD","10.1002/eat.10110","2003","21","142"
"TYRKA AR, 2002, INT J EATING DISORD","10.1002/eat.10094","2002","21","82"
"HADIGAN CM, 2000, INT J EATING DISORD","3.0.CO;2-G"" target=""_blank"">10.1002/1098-108X(200011)28:33.0.CO;2-G","2000","21","109"
"KINZL JF, 1999, INT J EATING DISORD","3.0.CO;2-8"" target=""_blank"">10.1002/(SICI)1098-108X(199904)25:33.0.CO;2-8","1999","21","66"
"NEUMÃ¤RKER K-J, 1997, INT J EATING DISORD","3.0.CO;2-O"" target=""_blank"">10.1002/(SICI)1098-108X(199704)21:33.0.CO;2-O","1997","21","152"
"DANSKY BS, 1997, INT J EATING DISORD","3.0.CO;2-N"" target=""_blank"">10.1002/(SICI)1098-108X(199704)21:33.0.CO;2-N","1997","21","159"
"FRENCH SA, 1996, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/(SICI)1098-108X(199603)19:23.0.CO;2-Q","1996","21","193"
"GEORGE HSU LK, 1996, INT J EATING DISORD","3.0.CO;2-Y"" target=""_blank"">10.1002/(SICI)1098-108X(199601)19:13.0.CO;2-Y","1996","21","180"
"REZAUL I, 1996, INT J EATING DISORD","3.0.CO;2-V"" target=""_blank"">10.1002/(SICI)1098-108X(199601)19:13.0.CO;2-V","1996","21","40"
"KILLEN JD, 1994, INT J EATING DISORD","10.1002/eat.2260150406","1994","21","107"
"PERPIÃ±Ã¡ C, 1993, INT J EATING DISORD","3.0.CO;2-G"" target=""_blank"">10.1002/1098-108X(199311)14:33.0.CO;2-G","1993","21","94"
"NIELSEN S, 1992, INT J EATING DISORD","3.0.CO;2-2"" target=""_blank"">10.1002/1098-108X(199201)11:13.0.CO;2-2","1992","21","36"
"SMITH JE, 1991, INT J EATING DISORD","3.0.CO;2-S"" target=""_blank"">10.1002/1098-108X(199103)10:23.0.CO;2-S","1991","21","101"
"SHORE RA, 1990, INT J EATING DISORD","3.0.CO;2-9"" target=""_blank"">10.1002/1098-108X(199003)9:23.0.CO;2-9","1990","21","150"
"GANLEY RM, 1989, INT J EATING DISORD","3.0.CO;2-C"" target=""_blank"">10.1002/1098-108X(198905)8:33.0.CO;2-C","1989","21","195"
"PIRAN N, 1988, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/1098-108X(198809)7:53.0.CO;2-H","1988","21","91"
"CUZZOLARO M, 2006, EATING WEIGHT DISORD","10.1007/BF03327738","2006","21","104"
"CALOGERO RM, 2004, EATING DISORD","10.1080/10640260490521352","2004","21","73"
"PROBST M, 1995, EATING DISORD","10.1080/10640269508249156","1995","21","155"
"BRAVENDER T, 2010, EUR EATING DISORD REV","10.1002/erv.994","2010","21","87"
"TREASURE J, 2008, EUR EATING DISORD REV","10.1002/erv.859","2008","21","56"
"COCKELL SJ, 2002, EUR EATING DISORD REV","10.1002/erv.463","2002","21","56"
"HAY P, 2013, INT J EATING DISORD","10.1002/eat.22103","2013","20","149"
"GUEGUEN J, 2012, INT J EATING DISORD","10.1002/eat.20987","2012","20","59"
"WALLER G, 2012, INT J EATING DISORD","10.1002/eat.20900","2012","20","57"
"ALLISON KC, 2010, INT J EATING DISORD","10.1002/eat.20693","2010","20","186"
"VOCKS S, 2010, INT J EATING DISORD","10.1002/eat.20696","2010","20","164"
"WILSON GT, 2009, INT J EATING DISORD","10.1002/eat.20726","2009","20","96"
"ENGEL SG, 2009, INT J EATING DISORD","10.1002/eat.20602","2009","20","82"
"KYRIACOU O, 2008, INT J EATING DISORD-a","10.1002/eat.20469","2008","20","74"
"ROCKERT W, 2007, INT J EATING DISORD","10.1002/eat.20482","2007","20","46"
"MITCHELL JE, 2007, INT J EATING DISORD","10.1002/eat.20459","2007","20","58"
"NIEGO SH, 2007, INT J EATING DISORD","10.1002/eat.20376","2007","20","166"
"FELDMAN MB, 2007, INT J EATING DISORD-a","10.1002/eat.20360","2007","20","166"
"PEREIRA T, 2006, INT J EATING DISORD","10.1002/eat.20303","2006","20","84"
"ROSVAL L, 2006, INT J EATING DISORD","10.1002/eat.20296","2006","20","145"
"KEEL PK, 2005, INT J EATING DISORD-a","10.1002/eat.20168","2005","20","92"
"BYDLOWSKI S, 2005, INT J EATING DISORD","10.1002/eat.20132","2005","20","216"
"FIELD AE, 2004, INT J EATING DISORD","10.1002/eat.10220","2004","20","71"
"FISCHER S, 2003, INT J EATING DISORD","10.1002/eat.10165","2003","20","146"
"NOBAKHT M, 2000, INT J EATING DISORD","3.0.CO;2-L"" target=""_blank"">10.1002/1098-108X(200011)28:33.0.CO;2-L","2000","20","116"
"THIEN V, 2000, INT J EATING DISORD","3.0.CO;2-V"" target=""_blank"">10.1002/(SICI)1098-108X(200007)28:13.0.CO;2-V","2000","20","60"
"AGRAS S, 1999, INT J EATING DISORD","3.0.CO;2-Z"" target=""_blank"">10.1002/(SICI)1098-108X(199904)25:33.0.CO;2-Z","1999","20","122"
"LEE S, 1998, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/(SICI)1098-108X(199803)23:23.0.CO;2-H","1998","20","58"
"STORY M, 1995, INT J EATING DISORD","3.0.CO;2-Q"" target=""_blank"">10.1002/1098-108X(199509)18:23.0.CO;2-Q","1995","20","237"
"BREWERTON TD, 1993, INT J EATING DISORD","3.0.CO;2-P"" target=""_blank"">10.1002/1098-108X(199309)14:23.0.CO;2-P","1993","20","125"
"WERTHEIM EH, 1992, INT J EATING DISORD","3.0.CO;2-G"" target=""_blank"">10.1002/1098-108X(199209)12:23.0.CO;2-G","1992","20","92"
"BUNNELL DW, 1990, INT J EATING DISORD","3.0.CO;2-Z"" target=""_blank"">10.1002/1098-108X(199005)9:33.0.CO;2-Z","1990","20","81"
"FINN SE, 1986, INT J EATING DISORD","3.0.CO;2-I"" target=""_blank"">10.1002/1098-108X(198609)5:63.0.CO;2-I","1986","20","63"
"HAY P, 2017, J EATING DISORD","10.1186/s40337-017-0149-z","2017","20","54"
"MITCHISON D, 2015, J EATING DISORD","10.1186/s40337-015-0058-y","2015","20","82"
"SEGURA-GARCIA C, 2015, EATING WEIGHT DISORD","10.1007/s40519-014-0171-y","2015","20","51"
"BRYTEK-MATERA A, 2014, EATING WEIGHT DISORD-a","10.1007/s40519-014-0100-0","2014","20","45"
"VARGA M, 2013, EATING WEIGHT DISORD","10.1007/s40519-013-0026-y","2013","20","59"
"EVANS EJ, 2011, EATING DISORD","10.1080/10640266.2011.566152","2011","20","53"
"DE LA RIE SM, 2005, EATING DISORD","10.1080/10640260591005236","2005","20","51"
"RIENECKE RD, 2016, EUR EATING DISORD REV","10.1002/erv.2389","2016","20","37"
"TREASURE J, 2012, EUR EATING DISORD REV-a","10.1002/erv.2181","2012","20","63"
"VILLAREJO C, 2012, EUR EATING DISORD REV","10.1002/erv.2166","2012","20","91"
"FITTIG E, 2008, EUR EATING DISORD REV","10.1002/erv.883","2008","20","49"
"TREASURE J, 2007, EUR EATING DISORD REV","10.1002/erv.758","2007","20","72"
"TCHANTURIA K, 2013, INT J EATING DISORD","10.1002/eat.22106","2013","19","80"
"BYRNE SM, 2010, INT J EATING DISORD","10.1002/eat.20681","2010","19","46"
"TAYLOR JY, 2007, INT J EATING DISORD","10.1002/eat.20451","2007","19","86"
"STEIN RI, 2007, INT J EATING DISORD","10.1002/eat.20352","2007","19","157"
"MEEHAN KG, 2006, INT J EATING DISORD","10.1002/eat.20337","2006","19","55"
"NORDBÃ¸ RHS, 2006, INT J EATING DISORD","10.1002/eat.20276","2006","19","88"
"VANSTEENKISTE M, 2005, INT J EATING DISORD","10.1002/eat.20099","2005","19","68"
"TCHANTURIA K, 2005, INT J EATING DISORD","10.1002/eat.20119","2005","19","119"
"KUCHARSKA-PIETURA K, 2004, INT J EATING DISORD","10.1002/eat.10219","2004","19","138"
"HALMI KA, 2003, INT J EATING DISORD","10.1002/eat.10138","2003","19","113"
"SERPELL L, 2002, INT J EATING DISORD","10.1002/eat.10076","2002","19","60"
"SMOLAK L, 2002, INT J EATING DISORD","10.1002/eat.10008","2002","19","167"
"KALARCHIAN MA, 2000, INT J EATING DISORD","3.0.CO;2-2"" target=""_blank"">10.1002/1098-108X(200012)28:43.0.CO;2-2","2000","19","110"
"POWERS PS, 1999, INT J EATING DISORD","3.0.CO;2-G"" target=""_blank"">10.1002/(SICI)1098-108X(199904)25:33.0.CO;2-G","1999","19","181"
"CACHELIN FM, 1999, INT J EATING DISORD","3.0.CO;2-3"" target=""_blank"">10.1002/(SICI)1098-108X(199901)25:13.0.CO;2-3","1999","19","79"
"DAVIS C, 1999, INT J EATING DISORD","3.0.CO;2-W"" target=""_blank"">10.1002/(SICI)1098-108X(199901)25:13.0.CO;2-W","1999","19","98"
"KATZMAN MA, 1997, INT J EATING DISORD","3.0.CO;2-I"" target=""_blank"">10.1002/(SICI)1098-108X(199712)22:43.0.CO;2-I","1997","19","158"
"FAVARO A, 1996, INT J EATING DISORD","3.0.CO;2-E"" target=""_blank"">10.1002/(SICI)1098-108X(199607)20:13.0.CO;2-E","1996","19","82"
"MUSSELL MP, 1995, INT J EATING DISORD","3.0.CO;2-I"" target=""_blank"">10.1002/1098-108X(199505)17:43.0.CO;2-I","1995","19","113"
"RORTY M, 1993, INT J EATING DISORD","3.0.CO;2-O"" target=""_blank"">10.1002/1098-108X(199311)14:33.0.CO;2-O","1993","19","93"
"MCKENZIE JM, 1992, INT J EATING DISORD","3.0.CO;2-T"" target=""_blank"">10.1002/1098-108X(199204)11:33.0.CO;2-T","1992","19","55"
"KOG E, 1989, INT J EATING DISORD","3.0.CO;2-1"" target=""_blank"">10.1002/1098-108X(198901)8:13.0.CO;2-1","1989","19","93"
"PYLE RL, 1986, INT J EATING DISORD","3.0.CO;2-E"" target=""_blank"">10.1002/1098-108X(198605)5:43.0.CO;2-E","1986","19","99"
"ÃGH T, 2016, EATING WEIGHT DISORD","10.1007/s40519-016-0264-x","2016","19","71"
"ROSENVINGE JH, 2000, EATING WEIGHT DISORD","10.1007/BF03327480","2000","19","109"
"LOCK J, 2003, EATING DISORD-a","10.1002/erv.496","2003","19","36"
"SHOTT ME, 2012, EUR EATING DISORD REV","10.1002/erv.2172","2012","19","45"
"OLDERSHAW A, 2011, EUR EATING DISORD REV","10.1002/erv.1069","2011","19","93"
"MEYER C, 2011, EUR EATING DISORD REV","10.1002/erv.1121","2011","19","41"
"TROOP NA, 2008, EUR EATING DISORD REV","10.1002/erv.858","2008","19","74"
"MITCHISON D, 2013, INT J EATING DISORD","10.1002/eat.22097","2013","18","53"
"BERG KC, 2012, INT J EATING DISORD","10.1002/eat.20948","2012","18","46"
"STUHLDREHER N, 2012, INT J EATING DISORD","10.1002/eat.20977","2012","18","82"
"WILDES JE, 2011, INT J EATING DISORD","10.1002/eat.20826","2011","18","79"
"STEINGLASS JE, 2011, INT J EATING DISORD","10.1002/eat.20784","2011","18","76"
"SEPULVEDA AR, 2010, INT J EATING DISORD","10.1002/eat.20749","2010","18","53"
"FICHTER MM, 2008, INT J EATING DISORD","10.1002/eat.20539","2008","18","80"
"RANEY TJ, 2008, INT J EATING DISORD","10.1002/eat.20508","2008","18","57"
"FICHTER MM, 2007, INT J EATING DISORD","10.1002/eat.20443","2007","18","77"
"CRANE AM, 2007, INT J EATING DISORD","10.1002/eat.20419","2007","18","64"
"TANOFSKY-KRAFF M, 2007, INT J EATING DISORD","10.1002/eat.20362","2007","18","95"
"FRANKO DL, 2007, INT J EATING DISORD-a","10.1002/eat.20341","2007","18","95"
"RIEGER E, 2005, INT J EATING DISORD","10.1002/eat.20101","2005","18","103"
"MATUSEK JA, 2004, INT J EATING DISORD","10.1002/eat.20059","2004","18","79"
"FREEMAN LMY, 2004, INT J EATING DISORD","10.1002/eat.20012","2004","18","123"
"VANDEREYCKEN W, 2003, INT J EATING DISORD","10.1002/eat.10223","2003","18","74"
"SUTANDAR-PINNOCK K, 2003, INT J EATING DISORD","10.1002/eat.10127","2003","18","89"
"ANNE STEWART D, 2001, INT J EATING DISORD","3.0.CO;2-1"" target=""_blank"">10.1002/1098-108X(200103)29:23.0.CO;2-1","2001","18","93"
"MCCABE RE, 2001, INT J EATING DISORD","3.0.CO;2-#"" target=""_blank"">10.1002/1098-108X(200101)29:13.0.CO;2-#","2001","18","80"
"STRIEGEL-MOORE RH, 2000, INT J EATING DISORD-a-b","3.0.CO;2-E"" target=""_blank"">10.1002/(SICI)1098-108X(200001)27:13.0.CO;2-E","2000","18","122"
"STRIEGEL-MOORE RH, 1999, INT J EATING DISORD-a","3.0.CO;2-F"" target=""_blank"">10.1002/(SICI)1098-108X(199905)25:43.0.CO;2-F","1999","18","83"
"CROW S, 1999, INT J EATING DISORD-a","3.0.CO;2-W"" target=""_blank"">10.1002/(SICI)1098-108X(199901)25:13.0.CO;2-W","1999","18","51"
"FRYER S, 1997, INT J EATING DISORD","3.0.CO;2-O"" target=""_blank"">10.1002/(SICI)1098-108X(199712)22:43.0.CO;2-O","1997","18","87"
"STEIGER H, 1996, INT J EATING DISORD","3.0.CO;2-G"" target=""_blank"">10.1002/(SICI)1098-108X(199609)20:23.0.CO;2-G","1996","18","80"
"TIGGEMANN M, 1996, INT J EATING DISORD","3.0.CO;2-Z"" target=""_blank"">10.1002/(SICI)1098-108X(199609)20:23.0.CO;2-Z","1996","18","230"
"FORNARI V, 1992, INT J EATING DISORD","3.0.CO;2-Y"" target=""_blank"">10.1002/1098-108X(199207)12:13.0.CO;2-Y","1992","18","103"
"PASMAN L, 1988, INT J EATING DISORD","3.0.CO;2-G"" target=""_blank"">10.1002/1098-108X(198811)7:63.0.CO;2-G","1988","18","182"
"HSU LKG, 1988, INT J EATING DISORD","3.0.CO;2-J"" target=""_blank"">10.1002/1098-108X(198801)7:13.0.CO;2-J","1988","18","55"
"HUBERT LACEY J, 1986, INT J EATING DISORD","3.0.CO;2-0"" target=""_blank"">10.1002/1098-108X(198603)5:33.0.CO;2-0","1986","18","70"
"NEVO S, 1985, INT J EATING DISORD","3.0.CO;2-T"" target=""_blank"">10.1002/1098-108X(198505)4:23.0.CO;2-T","1985","18","77"
"CROWTHER JH, 1985, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/1098-108X(198502)4:13.0.CO;2-H","1985","18","83"
"KHALSA SS, 2017, J EATING DISORD","10.1186/s40337-017-0145-3","2017","18","49"
"HAY P, 2015, J EATING DISORD","10.1186/s40337-015-0056-0","2015","18","75"
"NOORDENBOS G, 2006, EATING DISORD","10.1080/10640260500296756","2006","18","40"
"VANDEREYCKEN W, 2008, EUR EATING DISORD REV","10.1002/erv.857","2008","18","46"
"DAVIES H, 2005, EUR EATING DISORD REV","10.1002/erv.655","2005","18","67"
"LAY B, 2002, EUR EATING DISORD REV","10.1002/erv.432","2002","18","51"
"WATSON HJ, 2016, INT J EATING DISORD","10.1002/eat.22577","2016","17","63"
"REDGRAVE GW, 2015, INT J EATING DISORD","10.1002/eat.22390","2015","17","43"
"TASCA GA, 2014, INT J EATING DISORD","10.1002/eat.22302","2014","17","94"
"MOND J, 2014, INT J EATING DISORD","10.1002/eat.22237","2014","17","60"
"RAYKOS BC, 2013, INT J EATING DISORD","10.1002/eat.22169","2013","17","36"
"GAUDIANI JL, 2012, INT J EATING DISORD-a","10.1002/eat.20889","2012","17","55"
"MEHLER PS, 2011, INT J EATING DISORD","10.1002/eat.20825","2011","17","56"
"ROEHRIG JP, 2010, INT J EATING DISORD","10.1002/eat.20760","2010","17","79"
"CRISAFULLI MA, 2008, INT J EATING DISORD","10.1002/eat.20507","2008","17","75"
"DALLE GRAVE R, 2008, INT J EATING DISORD","10.1002/eat.20555","2008","17","38"
"BULIK CM, 2007, INT J EATING DISORD","10.1002/eat.20398","2007","17","99"
"WADE TD, 2007, INT J EATING DISORD-a-b","10.1002/eat.20314","2007","17","44"
"VAN SON GE, 2006, INT J EATING DISORD","10.1002/eat.20316","2006","17","133"
"STROBER M, 2006, INT J EATING DISORD","10.1002/eat.20293","2006","17","44"
"KESSLER H, 2006, INT J EATING DISORD","10.1002/eat.20228","2006","17","117"
"PRESNELL K, 2004, INT J EATING DISORD","10.1002/eat.20045","2004","17","312"
"CELIO AA, 2004, INT J EATING DISORD","10.1002/eat.20057","2004","17","124"
"CLAUSEN L, 2004, INT J EATING DISORD","10.1002/eat.20043","2004","17","43"
"STROBER M, 2004, INT J EATING DISORD","10.1002/eat.20054","2004","17","83"
"BECKER AE, 2004, INT J EATING DISORD","10.1002/eat.20023","2004","17","48"
"COOPER Z, 2003, INT J EATING DISORD","10.1002/eat.10208","2003","17","55"
"WALLER G, 2003, INT J EATING DISORD","10.1002/eat.10163","2003","17","96"
"RAMACCIOTTI CE, 2002, INT J EATING DISORD","10.1002/eat.10067","2002","17","47"
"WONDERLICH SA, 2001, INT J EATING DISORD","10.1002/eat.1101","2001","17","123"
"ZABINSKI MF, 2001, INT J EATING DISORD-a","10.1002/eat.1036","2001","17","92"
"SHISSLAK CM, 1999, INT J EATING DISORD","3.0.CO;2-B"" target=""_blank"">10.1002/(SICI)1098-108X(199903)25:23.0.CO;2-B","1999","17","154"
"BEREN SE, 1996, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/(SICI)1098-108X(199609)20:23.0.CO;2-H","1996","17","198"
"COWERS S, 1994, INT J EATING DISORD","3.0.CO;2-0"" target=""_blank"">10.1002/1098-108X(199403)15:23.0.CO;2-0","1994","17","107"
"THOMPSON JK, 1993, INT J EATING DISORD-a","3.0.CO;2-T"" target=""_blank"">10.1002/1098-108X(199307)14:13.0.CO;2-T","1993","17","76"
"WOODSIDE DB, 1990, INT J EATING DISORD","3.0.CO;2-3"" target=""_blank"">10.1002/1098-108X(199005)9:33.0.CO;2-3","1990","17","50"
"CALAM R, 1990, INT J EATING DISORD","3.0.CO;2-I"" target=""_blank"">10.1002/1098-108X(199009)9:53.0.CO;2-I","1990","17","102"
"MORRIS A, 1989, INT J EATING DISORD","3.0.CO;2-H"" target=""_blank"">10.1002/1098-108X(198909)8:53.0.CO;2-H","1989","17","92"
"THOMPSON JK, 1986, INT J EATING DISORD","3.0.CO;2-C"" target=""_blank"">10.1002/1098-108X(198609)5:63.0.CO;2-C","1986","17","84"
"ORDMAN AM, 1986, INT J EATING DISORD","3.0.CO;2-I"" target=""_blank"">10.1002/1098-108X(198607)5:53.0.CO;2-I","1986","17","88"
"NEVONEN L, 2001, EATING WEIGHT DISORD","10.1007/BF03339754","2001","17","60"
"MEULE A, 2014, EUR EATING DISORD REV-a","10.1002/erv.2306","2014","17","54"
"GRAAP H, 2008, EUR EATING DISORD REV","10.1002/erv.804","2008","17","54"
"CASASNOVAS C, 2007, EUR EATING DISORD REV","10.1002/erv.780","2007","17","47"
"CLINTON D, 2004, EUR EATING DISORD REV","10.1002/erv.582","2004","17","48"
"GOWERS SG, 2004, EUR EATING DISORD REV","10.1002/erv.555","2004","17","54"
"ROSENVINGE JH, 2000, EUR EATING DISORD REV","3.0.CO;2-4"" target=""_blank"">10.1002/1099-0968(200008)8:43.0.CO;2-4","2000","17","65"
"CLINTON D, 1999, EUR EATING DISORD REV","","1999","17","39"
"GELLER J, 1999, EUR EATING DISORD REV","3.0.CO;2-6"" target=""_blank"">10.1002/(SICI)1099-0968(199908)7:43.0.CO;2-6","1999","17","82"
"GRIFFITHS S, 2015, INT J EATING DISORD","10.1002/eat.22413","2015","16","38"
"FAJE AT, 2014, INT J EATING DISORD","10.1002/eat.22248","2014","16","87"
"GODDARD E, 2013, INT J EATING DISORD","10.1002/eat.22172","2013","16","32"
"FITZPATRICK KK, 2012, INT J EATING DISORD","10.1002/eat.22027","2012","16","38"
"LE GRANGE D, 2012, INT J EATING DISORD","10.1002/eat.22006","2012","16","75"
"DARCY AM, 2012, INT J EATING DISORD","10.1002/eat.20896","2012","16","70"
"BECKER AE, 2010, INT J EATING DISORD","10.1002/eat.20755","2010","16","74"
"HATCH A, 2010, INT J EATING DISORD","10.1002/eat.20695","2010","16","68"
